"品詞細分類1","品詞細分類2","品詞細分類3","活用型","原形","読み","基本形","文語基本形","未然ヌ接続","未然ウ接続","連用タ接続","連用テ接続","連用ゴザイ接続","体言接続","仮定形","命令ｅ","仮定縮約１","仮定縮約２","ガル接続","基本形-促音便"
"自立","*","*","形容詞・アウオ段","生白い","ナマッチロイ,ナマッチロシ,ナマッチロカラ,ナマッチロカロ,ナマッチロカッ,ナマッチロク,ナマッチロクッ,ナマッチロウ,ナマッチロゥ,ナマッチロキ,ナマッチロケレ,ナマッチロカレ,ナマッチロケリャ,ナマッチロキャ,ナマッチロ,ナマジロイ,ナマジロシ,ナマジロカラ,ナマジロカロ,ナマジロカッ,ナマジロク,ナマジロクッ,ナマジロウ,ナマジロゥ,ナマジロキ,ナマジロケレ,ナマジロカレ,ナマジロケリャ,ナマジロキャ,ナマジロ","生白い","生白し","生白から","生白かろ","生白かっ","生白くっ","生白ぅ","生白き","生白けれ","生白かれ","生白けりゃ","生白きゃ","生白",""
"自立","*","*","形容詞・アウオ段","木ぶかい","コブカイ,コブカシ,コブカカラ,コブカカロ,コブカカッ,コブカク,コブカクッ,コブカウ,コブカゥ,コブカキ,コブカケレ,コブカカレ,コブカケリャ,コブカキャ,コブカ","木ぶかい","木ぶかし","木ぶかから","木ぶかかろ","木ぶかかっ","木ぶかくっ","木ぶかぅ","木ぶかき","木ぶかけれ","木ぶかかれ","木ぶかけりゃ","木ぶかきゃ","木ぶか",""
"自立","*","*","形容詞・アウオ段","淡い","アワイ,アワシ,アワカラ,アワカロ,アワカッ,アワク,アワクッ,アワウ,アワゥ,アワキ,アワケレ,アワカレ,アワケリャ,アワキャ,アワ","淡い","淡し","淡から","淡かろ","淡かっ","淡くっ","淡ぅ","淡き","淡けれ","淡かれ","淡けりゃ","淡きゃ","淡",""
"自立","*","*","形容詞・イ段","きそくただしい","キソクタダシイ,キソクタダシ,キソクタダシカラ,キソクタダシカロ,キソクタダシカッ,キソクタダシク,キソクタダシクッ,キソクタダシュウ,キソクタダシュゥ,キソクタダシキ,キソクタダシケレ,キソクタダシカレ,キソクタダシケリャ,キソクタダシキャ,キソクタダシ","きそくただしい","きそくただし","きそくただしから","きそくただしかろ","きそくただしかっ","きそくただしくっ","きそくただしゅぅ","きそくただしき","きそくただしけれ","きそくただしかれ","きそくただしけりゃ","きそくただしきゃ","きそくただし",""
"自立","*","*","形容詞・イ段","寝苦しい","ネグルシイ,ネグルシ,ネグルシカラ,ネグルシカロ,ネグルシカッ,ネグルシク,ネグルシクッ,ネグルシュウ,ネグルシュゥ,ネグルシキ,ネグルシケレ,ネグルシカレ,ネグルシケリャ,ネグルシキャ,ネグルシ","寝苦しい","寝苦し","寝苦しから","寝苦しかろ","寝苦しかっ","寝苦しくっ","寝苦しゅぅ","寝苦しき","寝苦しけれ","寝苦しかれ","寝苦しけりゃ","寝苦しきゃ","寝苦し",""
"自立","*","*","形容詞・イ段","荒あらしい","アラアラシイ,アラアラシ,アラアラシカラ,アラアラシカロ,アラアラシカッ,アラアラシク,アラアラシクッ,アラアラシュウ,アラアラシュゥ,アラアラシキ,アラアラシケレ,アラアラシカレ,アラアラシケリャ,アラアラシキャ,アラアラシ","荒あらしい","荒あらし","荒あらしから","荒あらしかろ","荒あらしかっ","荒あらしくっ","荒あらしゅぅ","荒あらしき","荒あらしけれ","荒あらしかれ","荒あらしけりゃ","荒あらしきゃ","荒あらし",""
"自立","*","*","形容詞・アウオ段","クラい","クライ,クラシ,クラカラ,クラカロ,クラカッ,クラク,クラクッ,クラウ,クラゥ,クラキ,クラケレ,クラカレ,クラケリャ,クラキャ,クラ","クラい","クラし","クラから","クラかろ","クラかっ","クラくっ","クラぅ","クラき","クラけれ","クラかれ","クラけりゃ","クラきゃ","クラ",""
"自立","*","*","形容詞・イ段","かなしい","カナシイ,カナシ,カナシカラ,カナシカロ,カナシカッ,カナシク,カナシクッ,カナシュウ,カナシュゥ,カナシキ,カナシケレ,カナシカレ,カナシケリャ,カナシキャ,カナシ","かなしい","かなし","かなしから","かなしかろ","かなしかっ","かなしくっ","かなしゅぅ","かなしき","かなしけれ","かなしかれ","かなしけりゃ","かなしきゃ","かなし",""
"自立","*","*","形容詞・イ段","宜しい","ヨロシイ,ヨロシ,ヨロシカラ,ヨロシカロ,ヨロシカッ,ヨロシク,ヨロシクッ,ヨロシュウ,ヨロシュゥ,ヨロシキ,ヨロシケレ,ヨロシカレ,ヨロシケリャ,ヨロシキャ,ヨロシ","宜しい","宜し","宜しから","宜しかろ","宜しかっ","宜しくっ","宜しゅぅ","宜しき","宜しけれ","宜しかれ","宜しけりゃ","宜しきゃ","宜し",""
"自立","*","*","形容詞・アウオ段","せこい","セコイ,セコシ,セコカラ,セコカロ,セコカッ,セコク,セコクッ,セコウ,セコゥ,セコキ,セコケレ,セコカレ,セコケリャ,セコキャ,セコ","せこい","せこし","せこから","せこかろ","せこかっ","せこくっ","せこぅ","せこき","せこけれ","せこかれ","せこけりゃ","せこきゃ","せこ",""
"自立","*","*","形容詞・イ段","物ぐるおしい","モノグルオシイ,モノグルオシ,モノグルオシカラ,モノグルオシカロ,モノグルオシカッ,モノグルオシク,モノグルオシクッ,モノグルオシュウ,モノグルオシュゥ,モノグルオシキ,モノグルオシケレ,モノグルオシカレ,モノグルオシケリャ,モノグルオシキャ,モノグルオシ","物ぐるおしい","物ぐるおし","物ぐるおしから","物ぐるおしかろ","物ぐるおしかっ","物ぐるおしくっ","物ぐるおしゅぅ","物ぐるおしき","物ぐるおしけれ","物ぐるおしかれ","物ぐるおしけりゃ","物ぐるおしきゃ","物ぐるおし",""
"自立","*","*","形容詞・アウオ段","すすどい","ススドイ,ススドシ,ススドカラ,ススドカロ,ススドカッ,ススドク,ススドクッ,ススドウ,ススドゥ,ススドキ,ススドケレ,ススドカレ,ススドケリャ,ススドキャ,ススド","すすどい","すすどし","すすどから","すすどかろ","すすどかっ","すすどくっ","すすどぅ","すすどき","すすどけれ","すすどかれ","すすどけりゃ","すすどきゃ","すすど",""
"自立","*","*","形容詞・アウオ段","ちっさい","チッサイ,チッサシ,チッサカラ,チッサカロ,チッサカッ,チッサク,チッサクッ,チッサウ,チッサゥ,チッサキ,チッサケレ,チッサカレ,チッサケリャ,チッサキャ,チッサ","ちっさい","ちっさし","ちっさから","ちっさかろ","ちっさかっ","ちっさくっ","ちっさぅ","ちっさき","ちっさけれ","ちっさかれ","ちっさけりゃ","ちっさきゃ","ちっさ",""
"自立","*","*","形容詞・イ段","じまんたらしい","ジマンタラシイ,ジマンタラシ,ジマンタラシカラ,ジマンタラシカロ,ジマンタラシカッ,ジマンタラシク,ジマンタラシクッ,ジマンタラシュウ,ジマンタラシュゥ,ジマンタラシキ,ジマンタラシケレ,ジマンタラシカレ,ジマンタラシケリャ,ジマンタラシキャ,ジマンタラシ","じまんたらしい","じまんたらし","じまんたらしから","じまんたらしかろ","じまんたらしかっ","じまんたらしくっ","じまんたらしゅぅ","じまんたらしき","じまんたらしけれ","じまんたらしかれ","じまんたらしけりゃ","じまんたらしきゃ","じまんたらし",""
"自立","*","*","形容詞・イ段","いけ図々しい","イケズウズウシイ,イケズウズウシ,イケズウズウシカラ,イケズウズウシカロ,イケズウズウシカッ,イケズウズウシク,イケズウズウシクッ,イケズウズウシュウ,イケズウズウシュゥ,イケズウズウシキ,イケズウズウシケレ,イケズウズウシカレ,イケズウズウシケリャ,イケズウズウシキャ,イケズウズウシ","いけ図々しい","いけ図々し","いけ図々しから","いけ図々しかろ","いけ図々しかっ","いけ図々しくっ","いけ図々しゅぅ","いけ図々しき","いけ図々しけれ","いけ図々しかれ","いけ図々しけりゃ","いけ図々しきゃ","いけ図々し",""
"自立","*","*","形容詞・イ段","おもくるしい","オモクルシイ,オモクルシ,オモクルシカラ,オモクルシカロ,オモクルシカッ,オモクルシク,オモクルシクッ,オモクルシュウ,オモクルシュゥ,オモクルシキ,オモクルシケレ,オモクルシカレ,オモクルシケリャ,オモクルシキャ,オモクルシ","おもくるしい","おもくるし","おもくるしから","おもくるしかろ","おもくるしかっ","おもくるしくっ","おもくるしゅぅ","おもくるしき","おもくるしけれ","おもくるしかれ","おもくるしけりゃ","おもくるしきゃ","おもくるし",""
"自立","*","*","形容詞・イ段","くるわしい","クルワシイ,クルワシ,クルワシカラ,クルワシカロ,クルワシカッ,クルワシク,クルワシクッ,クルワシュウ,クルワシュゥ,クルワシキ,クルワシケレ,クルワシカレ,クルワシケリャ,クルワシキャ,クルワシ","くるわしい","くるわし","くるわしから","くるわしかろ","くるわしかっ","くるわしくっ","くるわしゅぅ","くるわしき","くるわしけれ","くるわしかれ","くるわしけりゃ","くるわしきゃ","くるわし",""
"自立","*","*","形容詞・イ段","瑞瑞しい","ミズミズシイ,ミズミズシ,ミズミズシカラ,ミズミズシカロ,ミズミズシカッ,ミズミズシク,ミズミズシクッ,ミズミズシュウ,ミズミズシュゥ,ミズミズシキ,ミズミズシケレ,ミズミズシカレ,ミズミズシケリャ,ミズミズシキャ,ミズミズシ","瑞瑞しい","瑞瑞し","瑞瑞しから","瑞瑞しかろ","瑞瑞しかっ","瑞瑞しくっ","瑞瑞しゅぅ","瑞瑞しき","瑞瑞しけれ","瑞瑞しかれ","瑞瑞しけりゃ","瑞瑞しきゃ","瑞瑞し",""
"自立","*","*","形容詞・アウオ段","勘定高い","カンジョウダカイ,カンジョウダカシ,カンジョウダカカラ,カンジョウダカカロ,カンジョウダカカッ,カンジョウダカク,カンジョウダカクッ,カンジョウダカウ,カンジョウダカゥ,カンジョウダカキ,カンジョウダカケレ,カンジョウダカカレ,カンジョウダカケリャ,カンジョウダカキャ,カンジョウダカ","勘定高い","勘定高し","勘定高から","勘定高かろ","勘定高かっ","勘定高くっ","勘定高ぅ","勘定高き","勘定高けれ","勘定高かれ","勘定高けりゃ","勘定高きゃ","勘定高",""
"自立","*","*","形容詞・アウオ段","せん無い","センナイ,センナシ,センナカラ,センナカロ,センナカッ,センナク,センナクッ,センナウ,センナゥ,センナキ,センナケレ,センナカレ,センナケリャ,センナキャ,センナ","せん無い","せん無し","せん無から","せん無かろ","せん無かっ","せん無くっ","せん無ぅ","せん無き","せん無けれ","せん無かれ","せん無けりゃ","せん無きゃ","せん無",""
"自立","*","*","形容詞・アウオ段","情け深い","ナサケブカイ,ナサケブカシ,ナサケブカカラ,ナサケブカカロ,ナサケブカカッ,ナサケブカク,ナサケブカクッ,ナサケブカウ,ナサケブカゥ,ナサケブカキ,ナサケブカケレ,ナサケブカカレ,ナサケブカケリャ,ナサケブカキャ,ナサケブカ","情け深い","情け深し","情け深から","情け深かろ","情け深かっ","情け深くっ","情け深ぅ","情け深き","情け深けれ","情け深かれ","情け深けりゃ","情け深きゃ","情け深",""
"自立","*","*","形容詞・アウオ段","はかない","ハカナイ,ハカナシ,ハカナカラ,ハカナカロ,ハカナカッ,ハカナク,ハカナクッ,ハカナウ,ハカナゥ,ハカナキ,ハカナケレ,ハカナカレ,ハカナケリャ,ハカナキャ,ハカナ","はかない","はかなし","はかなから","はかなかろ","はかなかっ","はかなくっ","はかなぅ","はかなき","はかなけれ","はかなかれ","はかなけりゃ","はかなきゃ","はかな",""
"自立","*","*","形容詞・アウオ段","畏い","カシコイ,カシコシ,カシコカラ,カシコカロ,カシコカッ,カシコク,カシコクッ,カシコウ,カシコゥ,カシコキ,カシコケレ,カシコカレ,カシコケリャ,カシコキャ,カシコ","畏い","畏し","畏から","畏かろ","畏かっ","畏くっ","畏ぅ","畏き","畏けれ","畏かれ","畏けりゃ","畏きゃ","畏",""
"自立","*","*","形容詞・アウオ段","荒い","アライ,アラシ,アラカラ,アラカロ,アラカッ,アラク,アラクッ,アラウ,アラゥ,アラキ,アラケレ,アラカレ,アラケリャ,アラキャ,アラ","荒い","荒し","荒から","荒かろ","荒かっ","荒くっ","荒ぅ","荒き","荒けれ","荒かれ","荒けりゃ","荒きゃ","荒",""
"自立","*","*","形容詞・イ段","真新しい","マアタラシイ,マアタラシ,マアタラシカラ,マアタラシカロ,マアタラシカッ,マアタラシク,マアタラシクッ,マアタラシュウ,マアタラシュゥ,マアタラシキ,マアタラシケレ,マアタラシカレ,マアタラシケリャ,マアタラシキャ,マアタラシ","真新しい","真新し","真新しから","真新しかろ","真新しかっ","真新しくっ","真新しゅぅ","真新しき","真新しけれ","真新しかれ","真新しけりゃ","真新しきゃ","真新し",""
